ord,date,ADCO,OPTARIF,ISOUSC,HCHC,HCHP,PTEC,IINST,IMAX,TENSION,PAPP,HHPHC,MOTDETAT
2192,2017-05-22 01:20:45.747451,030422000048,HC..,30,036461207,039723683,HC..,001,031,242,00140,A,000000
2193,2017-05-22 01:20:47.957391,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00140,A,000000
2194,2017-05-22 01:20:50.167743,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00140,A,000000
2195,2017-05-22 01:20:52.377643,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00140,A,000000
2196,2017-05-22 01:20:54.588216,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00140,A,000000
2197,2017-05-22 01:20:56.797794,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00140,A,000000
2198,2017-05-22 01:20:59.008105,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00140,A,000000
2199,2017-05-22 01:21:01.218282,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00130,A,000000
2200,2017-05-22 01:21:03.428171,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00130,A,000000
2201,2017-05-22 01:21:05.638481,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00130,A,000000
2202,2017-05-22 01:21:07.848315,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00130,A,000000
2203,2017-05-22 01:21:10.059050,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2204,2017-05-22 01:21:12.268888,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2205,2017-05-22 01:21:14.479211,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2206,2017-05-22 01:21:16.689220,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2207,2017-05-22 01:21:18.899091,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00130,A,000000
2208,2017-05-22 01:21:21.109618,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2209,2017-05-22 01:21:23.319246,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2210,2017-05-22 01:21:25.529639,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00150,A,000000
2211,2017-05-22 01:21:27.739506,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2212,2017-05-22 01:21:29.950025,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00150,A,000000
2213,2017-05-22 01:21:32.160285,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00130,A,000000
2214,2017-05-22 01:21:34.370043,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00130,A,000000
2215,2017-05-22 01:21:36.580337,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00130,A,000000
2216,2017-05-22 01:21:38.790200,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2217,2017-05-22 01:21:41.000544,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2218,2017-05-22 01:21:43.210437,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00140,A,000000
2219,2017-05-22 01:21:45.421078,030422000048,HC..,30,036461208,039723683,HC..,001,031,241,00130,A,000000
2220,2017-05-22 01:21:47.631117,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00130,A,000000
2221,2017-05-22 01:21:49.840959,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00130,A,000000
2222,2017-05-22 01:21:52.051506,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2223,2017-05-22 01:21:54.261321,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2224,2017-05-22 01:21:56.471494,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2225,2017-05-22 01:21:58.681375,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2226,2017-05-22 01:22:00.891894,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2227,2017-05-22 01:22:03.102065,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2228,2017-05-22 01:22:05.311928,030422000048,HC..,30,036461209,039723683,HC..,001,031,239,00140,A,000000
2229,2017-05-22 01:22:07.522228,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2230,2017-05-22 01:22:09.732069,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00130,A,000000
2231,2017-05-22 01:22:11.942453,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2232,2017-05-22 01:22:14.152306,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00130,A,000000
2233,2017-05-22 01:22:16.363036,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00130,A,000000
2234,2017-05-22 01:22:18.572981,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00130,A,000000
2235,2017-05-22 01:22:20.782829,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00130,A,000000
2236,2017-05-22 01:22:22.993398,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00130,A,000000
2237,2017-05-22 01:22:25.203260,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00150,A,000000
2238,2017-05-22 01:22:27.413404,030422000048,HC..,30,036461209,039723683,HC..,001,031,241,00140,A,000000
2239,2017-05-22 01:22:29.623246,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2240,2017-05-22 01:22:31.833814,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2241,2017-05-22 01:22:34.043924,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00130,A,000000
2242,2017-05-22 01:22:36.253760,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2243,2017-05-22 01:22:38.464247,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2244,2017-05-22 01:22:40.674136,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2245,2017-05-22 01:22:42.884337,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2246,2017-05-22 01:22:45.094193,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00130,A,000000
2247,2017-05-22 01:22:47.304879,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00130,A,000000
2248,2017-05-22 01:22:49.514876,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00120,A,000000
2249,2017-05-22 01:22:51.724732,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00130,A,000000
2250,2017-05-22 01:22:53.935292,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2251,2017-05-22 01:22:56.145116,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00130,A,000000
2252,2017-05-22 01:22:58.355273,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00130,A,000000
2253,2017-05-22 01:23:00.565482,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2254,2017-05-22 01:23:02.775635,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00130,A,000000
2255,2017-05-22 01:23:04.985809,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00130,A,000000
2256,2017-05-22 01:23:07.195660,030422000048,HC..,30,036461210,039723683,HC..,001,031,241,00140,A,000000
2257,2017-05-22 01:23:09.405947,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00150,A,000000
2258,2017-05-22 01:23:11.615835,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00150,A,000000
2259,2017-05-22 01:23:13.826202,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00140,A,000000
2260,2017-05-22 01:23:16.036051,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00150,A,000000
2261,2017-05-22 01:23:18.246719,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00130,A,000000
2262,2017-05-22 01:23:20.456838,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00130,A,000000
2263,2017-05-22 01:23:22.666795,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00130,A,000000
2264,2017-05-22 01:23:24.877322,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00140,A,000000
2265,2017-05-22 01:23:27.087091,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00130,A,000000
2266,2017-05-22 01:23:29.297606,030422000048,HC..,30,036461211,039723683,HC..,001,031,242,00130,A,000000
2267,2017-05-22 01:23:31.507347,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00140,A,000000
2268,2017-05-22 01:23:33.717826,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00130,A,000000
2269,2017-05-22 01:23:35.927670,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00130,A,000000
2270,2017-05-22 01:23:38.137519,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00150,A,000000
2271,2017-05-22 01:23:40.347966,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00140,A,000000
2272,2017-05-22 01:23:42.557721,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00140,A,000000
2273,2017-05-22 01:23:44.768431,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00140,A,000000
2274,2017-05-22 01:23:46.977936,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00130,A,000000
2275,2017-05-22 01:23:49.188583,030422000048,HC..,30,036461211,039723683,HC..,001,031,241,00140,A,000000
2276,2017-05-22 01:23:51.398591,030422000048,HC..,30,036461212,039723683,HC..,001,031,241,00140,A,000000
2277,2017-05-22 01:23:53.608429,030422000048,HC..,30,036461212,039723683,HC..,001,031,241,00140,A,000000
2278,2017-05-22 01:23:55.818794,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2279,2017-05-22 01:23:58.028872,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2280,2017-05-22 01:24:00.239034,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00130,A,000000
2281,2017-05-22 01:24:02.449328,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00130,A,000000
2282,2017-05-22 01:24:04.659432,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00130,A,000000
2283,2017-05-22 01:24:06.869677,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00130,A,000000
2284,2017-05-22 01:24:09.079525,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2285,2017-05-22 01:24:11.289752,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2286,2017-05-22 01:24:13.499573,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2287,2017-05-22 01:24:15.709954,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2288,2017-05-22 01:24:17.919796,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2289,2017-05-22 01:24:20.130472,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2290,2017-05-22 01:24:22.340554,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2291,2017-05-22 01:24:24.550345,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2292,2017-05-22 01:24:26.760972,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00150,A,000000
2293,2017-05-22 01:24:28.970710,030422000048,HC..,30,036461212,039723683,HC..,001,031,242,00140,A,000000
2294,2017-05-22 01:24:31.181229,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00130,A,000000
2295,2017-05-22 01:24:33.390717,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00130,A,000000
2296,2017-05-22 01:24:35.601443,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2297,2017-05-22 01:24:37.811387,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2298,2017-05-22 01:24:40.021235,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2299,2017-05-22 01:24:42.231750,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2300,2017-05-22 01:24:44.441459,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00130,A,000000
2301,2017-05-22 01:24:46.652170,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2302,2017-05-22 01:24:48.861644,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00130,A,000000
2303,2017-05-22 01:24:51.072382,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00150,A,000000
2304,2017-05-22 01:24:53.282509,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00150,A,000000
2305,2017-05-22 01:24:55.492318,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2306,2017-05-22 01:24:57.702762,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2307,2017-05-22 01:24:59.912657,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00150,A,000000
2308,2017-05-22 01:25:02.122747,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00130,A,000000
2309,2017-05-22 01:25:04.332581,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00130,A,000000
2310,2017-05-22 01:25:06.543154,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2311,2017-05-22 01:25:08.753262,030422000048,HC..,30,036461213,039723683,HC..,001,031,242,00140,A,000000
2312,2017-05-22 01:25:10.963174,030422000048,HC..,30,036461214,039723683,HC..,001,031,242,00140,A,000000
2313,2017-05-22 01:25:13.173693,030422000048,HC..,30,036461214,039723683,HC..,001,031,242,00140,A,000000
2314,2017-05-22 01:25:15.383314,030422000048,HC..,30,036461214,039723683,HC..,001,031,242,00130,A,000000
2315,2017-05-22 01:25:17.594245,030422000048,HC..,30,036461214,039723683,HC..,001,031,242,00170,A,000000
2316,2017-05-22 01:25:19.803565,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00130,A,000000
2317,2017-05-22 01:25:22.014251,030422000048,HC..,30,036461214,039723683,HC..,001,031,242,00130,A,000000
2318,2017-05-22 01:25:24.224361,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00140,A,000000
2319,2017-05-22 01:25:26.434208,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00140,A,000000
2320,2017-05-22 01:25:28.644824,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00130,A,000000
2321,2017-05-22 01:25:30.854610,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00150,A,000000
2322,2017-05-22 01:25:33.065082,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00140,A,000000
2323,2017-05-22 01:25:35.274868,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00130,A,000000
2324,2017-05-22 01:25:37.485176,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00140,A,000000
2325,2017-05-22 01:25:39.695302,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00140,A,000000
2326,2017-05-22 01:25:41.905022,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00140,A,000000
2327,2017-05-22 01:25:44.115504,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00120,A,000000
2328,2017-05-22 01:25:46.325231,030422000048,HC..,30,036461214,039723683,HC..,001,031,241,00140,A,000000
2329,2017-05-22 01:25:48.536131,030422000048,HC..,30,036461214,039723683,HC..,001,031,240,00190,A,000000
2330,2017-05-22 01:25:50.746006,030422000048,HC..,30,036461215,039723683,HC..,001,031,240,00190,A,000000
2331,2017-05-22 01:25:52.956106,030422000048,HC..,30,036461215,039723683,HC..,001,031,240,00180,A,000000
2332,2017-05-22 01:25:55.166229,030422000048,HC..,30,036461215,039723683,HC..,001,031,240,00180,A,000000
2333,2017-05-22 01:25:57.376136,030422000048,HC..,30,036461215,039723683,HC..,001,031,240,00180,A,000000
2334,2017-05-22 01:25:59.586684,030422000048,HC..,30,036461215,039723683,HC..,001,031,241,00180,A,000000
2335,2017-05-22 01:26:01.796546,030422000048,HC..,30,036461215,039723683,HC..,001,031,240,00170,A,000000
2336,2017-05-22 01:26:04.006745,030422000048,HC..,30,036461215,039723683,HC..,001,031,241,00170,A,000000
2337,2017-05-22 01:26:06.216841,030422000048,HC..,30,036461215,039723683,HC..,001,031,241,00180,A,000000
2338,2017-05-22 01:26:08.426971,030422000048,HC..,30,036461215,039723683,HC..,001,031,241,00180,A,000000
2339,2017-05-22 01:26:10.637147,030422000048,HC..,30,036461215,039723683,HC..,001,031,241,00190,A,000000
2340,2017-05-22 01:26:12.846884,030422000048,HC..,30,036461215,039723683,HC..,001,031,241,00180,A,000000
2341,2017-05-22 01:26:15.057363,030422000048,HC..,30,036461215,039723683,HC..,001,031,241,00180,A,000000
2342,2017-05-22 01:26:17.267252,030422000048,HC..,30,036461215,039723683,HC..,001,031,241,00170,A,000000
2343,2017-05-22 01:26:19.477821,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00170,A,000000
2344,2017-05-22 01:26:21.687663,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00170,A,000000
2345,2017-05-22 01:26:23.897979,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00170,A,000000
2346,2017-05-22 01:26:26.108076,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00200,A,000000
2347,2017-05-22 01:26:28.317817,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00170,A,000000
2348,2017-05-22 01:26:30.528411,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00180,A,000000
2349,2017-05-22 01:26:32.738236,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00180,A,000000
2350,2017-05-22 01:26:34.948408,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00170,A,000000
2351,2017-05-22 01:26:37.158234,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00180,A,000000
2352,2017-05-22 01:26:39.368807,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00180,A,000000
2353,2017-05-22 01:26:41.579064,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00180,A,000000
2354,2017-05-22 01:26:43.788839,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00180,A,000000
2355,2017-05-22 01:26:45.999127,030422000048,HC..,30,036461216,039723683,HC..,001,031,241,00180,A,000000
2356,2017-05-22 01:26:48.208961,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00170,A,000000
2357,2017-05-22 01:26:50.419340,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00180,A,000000
2358,2017-05-22 01:26:52.629533,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00170,A,000000
2359,2017-05-22 01:26:54.839842,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00180,A,000000
2360,2017-05-22 01:26:57.049952,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00180,A,000000
2361,2017-05-22 01:26:59.259739,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00170,A,000000
2362,2017-05-22 01:27:01.470413,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00170,A,000000
2363,2017-05-22 01:27:03.680265,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00170,A,000000
2364,2017-05-22 01:27:05.890634,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00170,A,000000
2365,2017-05-22 01:27:08.100100,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00180,A,000000
2366,2017-05-22 01:27:10.311035,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00180,A,000000
2367,2017-05-22 01:27:12.520900,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00180,A,000000
2368,2017-05-22 01:27:14.730793,030422000048,HC..,30,036461217,039723683,HC..,001,031,241,00180,A,000000
2369,2017-05-22 01:27:16.941159,030422000048,HC..,30,036461218,039723683,HC..,001,031,241,00180,A,000000
2370,2017-05-22 01:27:19.150929,030422000048,HC..,30,036461218,039723683,HC..,001,031,241,00180,A,000000
2371,2017-05-22 01:27:21.361202,030422000048,HC..,30,036461218,039723683,HC..,001,031,241,00180,A,000000
2372,2017-05-22 01:27:23.571449,030422000048,HC..,30,036461218,039723683,HC..,001,031,241,00180,A,000000
